url,topic_main,topic_main_probability,topic_main_label,top_topics,top_probabilities,top_topic_labels
http://arxiv.org/abs/2111.04620v1,57,1.0,57_topology_optimization_material_element,"[57, 30, 101]","[1.0, 1.3811804668956472e-306, 1.2665876557089188e-306]","['57_topology_optimization_material_element', '30_order_schemes_equations_numerical', '101_heat_thermal_building_energy']"
http://arxiv.org/abs/2111.04619v1,57,0.1491679592693322,57_topology_optimization_material_element,"[57, 30, 101]","[0.1491679592693322, 0.04760691964315299, 0.03141001016126078]","['57_topology_optimization_material_element', '30_order_schemes_equations_numerical', '101_heat_thermal_building_energy']"
http://arxiv.org/abs/2111.04615v2,1,0.10831571325606035,1_control_controller_system_feedback,"[1, 35, 116]","[0.10831571325606035, 0.03401233563146191, 0.03160380751531464]","['1_control_controller_system_feedback', '35_driving_traffic_vehicles_vehicle', '116_uav_autonomous_drone_path']"
http://arxiv.org/abs/2111.04601v1,-1,0.003829707859031549,-1_the_of_and_to,"[17, 35, 76]","[0.035923370780699314, 0.031208031010947178, 0.025355116314328064]","['17_rl_reinforcement_policy_reward', '35_driving_traffic_vehicles_vehicle', '76_navigation_planning_robot_path']"
http://arxiv.org/abs/2111.05128v1,2,0.7235424021889552,2_speech_speaker_audio_music,"[2, 122, 47]","[0.7235424021889552, 0.008029831704774445, 0.005948695713970904]","['2_speech_speaker_audio_music', '122_emotion_recognition_emotions_fbp', '47_captioning_visual_image_text']"
http://arxiv.org/abs/2111.04525v1,56,0.11262649245913635,56_segmentation_semantic_rgb_module,"[56, 26, 105]","[0.11262649245913635, 0.027734533437046443, 0.025239257320544748]","['56_segmentation_semantic_rgb_module', '26_point_3d_cloud_lidar', '105_tracking_frame_trackers_object']"
http://arxiv.org/abs/2111.04524v1,44,0.20303937858185195,44_digital_innovation_research_health,"[44, 41, 72]","[0.20303937858185195, 0.02598577788806724, 0.023415850863666918]","['44_digital_innovation_research_health', '41_ai_ethical_xai_ethics', '72_software_quality_development_agile']"
http://arxiv.org/abs/2111.04507v1,0,0.039636654676207195,0_language_dialogue_knowledge_models,"[0, 37, 19]","[0.039636654676207195, 0.014052720473463166, 0.010643635537472253]","['0_language_dialogue_knowledge_models', '37_news_media_social_misinformation', '19_visualization_visualizations_data_visual']"
http://arxiv.org/abs/2111.04497v1,38,0.32280369780227575,38_nas_search_pruning_neural,"[38, 111, 22]","[0.32280369780227575, 0.023683281463427727, 0.0092280653095196]","['38_nas_search_pruning_neural', '111_quantization_bnn_binary_bit', '22_vision_mlp_transformer_object']"
http://arxiv.org/abs/2111.04459v1,-1,0.015144503954724378,-1_the_of_and_to,"[56, 45, 105]","[0.02744908478160454, 0.021239574888710703, 0.017082702246368157]","['56_segmentation_semantic_rgb_module', '45_resolution_image_super_sr', '105_tracking_frame_trackers_object']"
http://arxiv.org/abs/2111.04445v1,5,0.0754810964370896,5_origami_particles_surface_of,"[5, 103, 102]","[0.0754810964370896, 0.055976302036898226, 0.03181067216796561]","['5_origami_particles_surface_of', '103_batteries_electrode_battery_ion', '102_catalysts_surface_adsorption_cu']"
http://arxiv.org/abs/2111.04433v1,2,0.0446907857253935,2_speech_speaker_audio_music,"[2, 122, 47]","[0.0446907857253935, 0.011394108171014505, 0.00781806283548329]","['2_speech_speaker_audio_music', '122_emotion_recognition_emotions_fbp', '47_captioning_visual_image_text']"
http://arxiv.org/abs/2111.04407v1,-1,0.0009177451669748978,-1_the_of_and_to,"[17, 35, 76]","[0.012123451375070418, 0.00583807395111278, 0.005614882157966058]","['17_rl_reinforcement_policy_reward', '35_driving_traffic_vehicles_vehicle', '76_navigation_planning_robot_path']"
http://arxiv.org/abs/2111.04359v2,11,0.15480049045026076,11_quantum_circuits_qubits_classical,"[11, 55, 128]","[0.15480049045026076, 0.05928274827189037, 0.038028922429726254]","['11_quantum_circuits_qubits_classical', '55_quantum_qkd_protocol_entanglement', '128_fermi_quantum_rydberg_superfluid']"
http://arxiv.org/abs/2111.04355v1,5,0.35647224685698115,5_origami_particles_surface_of,"[5, 103, 93]","[0.35647224685698115, 0.021739983972849784, 0.01763471005262552]","['5_origami_particles_surface_of', '103_batteries_electrode_battery_ion', '93_acoustic_absorption_loudspeaker_sound']"
http://arxiv.org/abs/2111.04348v1,16,0.3416221144925899,16_spin_magnetic_topological_hall,"[16, 25, 89]","[0.3416221144925899, 0.0343795546438843, 0.03347936529882505]","['16_spin_magnetic_topological_hall', '25_materials_phonon_thermal_ferroelectric', '89_spin_qubits_magnetic_qubit']"
http://arxiv.org/abs/2111.04345v1,-1,0.0016909091326419577,-1_the_of_and_to,"[17, 76, 65]","[0.04239780918594826, 0.020632835497068867, 0.011308520647352362]","['17_rl_reinforcement_policy_reward', '76_navigation_planning_robot_path', '65_manipulation_robot_object_planning']"
http://arxiv.org/abs/2111.04734v2,-1,0.018265596422452395,-1_the_of_and_to,"[22, 56, 71]","[0.03566065200113623, 0.03455162098264743, 0.026724332730522063]","['22_vision_mlp_transformer_object', '56_segmentation_semantic_rgb_module', '71_domain_adaptation_source_target']"
http://arxiv.org/abs/2111.04338v3,83,1.0,83_diffractive_optical_imaging_phase,"[83, 70, 64]","[1.0, 1.2714128208116622e-306, 1.0808125199828687e-306]","['83_diffractive_optical_imaging_phase', '70_metasurface_metasurfaces_band_dielectric', '64_acoustic_bf_metamaterials_cloaks']"
http://arxiv.org/abs/2111.04336v1,48,1.0,48_face_recognition_faces_masks,"[48, 130, 122]","[1.0, 7.0663763497836044e-307, 5.892173793343562e-307]","['48_face_recognition_faces_masks', '130_person_reid_modality_re', '122_emotion_recognition_emotions_fbp']"
http://arxiv.org/abs/2111.04334v1,46,0.030011162997537852,46_icecube_neutrino_neutrinos_ice,"[87, 46, 95]","[0.04378488066836812, 0.030011162997537852, 0.022515399135246115]","['87_neutrino_detector_xenon_experiment', '46_icecube_neutrino_neutrinos_ice', '95_dark_matter_axion_dm']"
http://arxiv.org/abs/2111.04332v1,6,0.4365431591046247,6_graphs_problem_graph_log,"[6, 42, 84]","[0.4365431591046247, 0.009504499361819994, 0.009108036064689446]","['6_graphs_problem_graph_log', '42_optimization_evolutionary_objective_pareto', '84_transportation_traffic_passengers_timetable']"
http://arxiv.org/abs/2111.04325v1,-1,0.0017957189554299328,-1_the_of_and_to,"[59, 29, 53]","[0.09858409540096007, 0.07208765634648392, 0.044231694698713325]","['59_topological_photonic_weyl_chiral', '29_photonic_mode_cavity_optical', '53_metasurfaces_optical_plasmonic_metasurface']"
http://arxiv.org/abs/2111.04322v1,75,1.0,75_formal_systems_development_twin,"[75, 34, 63]","[1.0, 1.1918041794218466e-306, 1.0302169818817951e-306]","['75_formal_systems_development_twin', '34_type_calculus_proof_language', '63_refactoring_developers_code_bug']"
http://arxiv.org/abs/2111.04733v1,-1,0.005747049912836049,-1_the_of_and_to,"[56, 26, 10]","[0.010902676400453051, 0.009080143004777313, 0.008383318794517052]","['56_segmentation_semantic_rgb_module', '26_point_3d_cloud_lidar', '10_segmentation_ct_covid_images']"
http://arxiv.org/abs/2111.04307v1,1,1.0,1_control_controller_system_feedback,"[1, 116, 90]","[1.0, 1.4130164742876886e-306, 1.2179817937922935e-306]","['1_control_controller_system_feedback', '116_uav_autonomous_drone_path', '90_robot_walking_humanoid_position']"
http://arxiv.org/abs/2111.04302v1,72,0.07629603243102058,72_software_quality_development_agile,"[72, 63, 44]","[0.07629603243102058, 0.02206434322944705, 0.013367197481851332]","['72_software_quality_development_agile', '63_refactoring_developers_code_bug', '44_digital_innovation_research_health']"
http://arxiv.org/abs/2111.04295v1,43,1.0,43_regret_bandit_bandits_arm,"[43, 17, 14]","[1.0, 8.90934192473223e-307, 6.584683871900703e-307]","['43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward', '14_auction_mechanism_games_agents']"
http://arxiv.org/abs/2111.04289v1,-1,0.0041506532059341255,-1_the_of_and_to,"[129, 85, 32]","[0.07158424579651944, 0.05281944160877022, 0.040735251060763936]","['129_hash_table_indexes_index', '85_kv_stores_data_write', '32_memory_dram_cache_hardware']"
http://arxiv.org/abs/2111.04286v1,12,0.05079563892311271,12_graph_gnns_node_gnn,"[12, 112, 120]","[0.05079563892311271, 0.011240317580710073, 0.00864075253601319]","['12_graph_gnns_node_gnn', '112_community_clustering_graphs_weighted', '120_label_labels_noisy_ssl']"
http://arxiv.org/abs/2111.04284v2,113,1.0,113_qubit_qubits_squid_josephson,"[113, 128, 89]","[1.0, 2.7653071210912946e-306, 1.8125591120009365e-306]","['113_qubit_qubits_squid_josephson', '128_fermi_quantum_rydberg_superfluid', '89_spin_qubits_magnetic_qubit']"
http://arxiv.org/abs/2111.04282v1,15,0.38819133412696466,15_recommendation_item_user_recommender,"[15, 27, 96]","[0.38819133412696466, 0.021214082750335907, 0.011738979922048965]","['15_recommendation_item_user_recommender', '27_explanations_prediction_temporal_mobility', '96_fairness_bias_fair_sl']"
http://arxiv.org/abs/2111.04281v1,36,0.16628703470316464,36_materials_machine_properties_molecular,"[36, 20, 23]","[0.16628703470316464, 0.030122228430199776, 0.012762680730799033]","['36_materials_machine_properties_molecular', '20_molecular_drug_molecules_protein', '23_neural_pinns_physics_equations']"
http://arxiv.org/abs/2111.04264v2,105,0.22779475351383963,105_tracking_frame_trackers_object,"[105, 130, 56]","[0.22779475351383963, 0.0340914433414, 0.0298878011041405]","['105_tracking_frame_trackers_object', '130_person_reid_modality_re', '56_segmentation_semantic_rgb_module']"
http://arxiv.org/abs/2111.04261v1,0,0.11436586787221048,0_language_dialogue_knowledge_models,"[0, 37, 15]","[0.11436586787221048, 0.01667714465623419, 0.014786805161698429]","['0_language_dialogue_knowledge_models', '37_news_media_social_misinformation', '15_recommendation_item_user_recommender']"
http://arxiv.org/abs/2111.04257v1,-1,0.002209830566478716,-1_the_of_and_to,"[113, 128, 11]","[0.09613154205713498, 0.062394216285598936, 0.04740076624268505]","['113_qubit_qubits_squid_josephson', '128_fermi_quantum_rydberg_superfluid', '11_quantum_circuits_qubits_classical']"
http://arxiv.org/abs/2111.04239v1,120,1.0,120_label_labels_noisy_ssl,"[120, 124, 106]","[1.0, 1.8768851958467902e-306, 1.0098288152213502e-306]","['120_label_labels_noisy_ssl', '124_ssl_lt_learning_cues', '106_forgetting_continual_catastrophic_cl']"
http://arxiv.org/abs/2111.04237v1,9,0.33191156650038606,9_image_images_3d_style,"[9, 26, 67]","[0.33191156650038606, 0.02387232956340641, 0.023198929183353676]","['9_image_images_3d_style', '26_point_3d_cloud_lidar', '67_pose_estimation_3d_hand']"
http://arxiv.org/abs/2111.05194v1,91,0.37895470021019434,91_reconstruction_mri_images_image,"[91, 10, 100]","[0.37895470021019434, 0.0338299664596973, 0.018369693705678113]","['91_reconstruction_mri_images_image', '10_segmentation_ct_covid_images', '100_brain_mdd_symptom_connectome']"
http://arxiv.org/abs/2111.04228v1,26,0.11924388760463375,26_point_3d_cloud_lidar,"[26, 67, 56]","[0.11924388760463375, 0.02468690632477551, 0.021024270365128175]","['26_point_3d_cloud_lidar', '67_pose_estimation_3d_hand', '56_segmentation_semantic_rgb_module']"
http://arxiv.org/abs/2111.04225v3,11,1.0,11_quantum_circuits_qubits_classical,"[11, 55, 128]","[1.0, 9.96851654095853e-307, 8.565043846468749e-307]","['11_quantum_circuits_qubits_classical', '55_quantum_qkd_protocol_entanglement', '128_fermi_quantum_rydberg_superfluid']"
http://arxiv.org/abs/2111.04222v1,50,0.39173722140063294,50_attacks_security_execution_side,"[50, 85, 129]","[0.39173722140063294, 0.022090334340423488, 0.013918677797183553]","['50_attacks_security_execution_side', '85_kv_stores_data_write', '129_hash_table_indexes_index']"
http://arxiv.org/abs/2111.04219v1,21,1.0,21_treatment_trial_trials_randomized,"[21, 126, 51]","[1.0, 2.0992013343695277e-306, 9.10982182194666e-307]","['21_treatment_trial_trials_randomized', '126_estimator_wage_inequality_income', '51_covid_pandemic_19_disease']"
http://arxiv.org/abs/2111.04212v2,-1,0.01770659813857811,-1_the_of_and_to,"[10, 56, 91]","[0.031796842764732186, 0.031053006314817846, 0.028801008632642438]","['10_segmentation_ct_covid_images', '56_segmentation_semantic_rgb_module', '91_reconstruction_mri_images_image']"
http://arxiv.org/abs/2111.04208v1,20,0.1044168166172037,20_molecular_drug_molecules_protein,"[20, 36, 23]","[0.1044168166172037, 0.021049104835338346, 0.011986336766260552]","['20_molecular_drug_molecules_protein', '36_materials_machine_properties_molecular', '23_neural_pinns_physics_equations']"
http://arxiv.org/abs/2111.05120v1,114,0.3771532532270786,114_electricity_wind_power_grid,"[114, 118, 88]","[0.3771532532270786, 0.02267635945351179, 0.01298692994927446]","['114_electricity_wind_power_grid', '118_precipitation_forecasting_fade_rain', '88_kernel_design_rbf_reliability']"
http://arxiv.org/abs/2111.04190v1,19,0.10666544026445969,19_visualization_visualizations_data_visual,"[19, 40, 62]","[0.10666544026445969, 0.0149633908291695, 0.010502823250620666]","['19_visualization_visualizations_data_visual', '40_students_course_teaching_learning', '62_vr_virtual_reality_user']"
http://arxiv.org/abs/2111.04178v2,14,0.018527269162478127,14_auction_mechanism_games_agents,"[14, 43, 17]","[0.018527269162478127, 0.01519999285991463, 0.010641599129144235]","['14_auction_mechanism_games_agents', '43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward']"
http://arxiv.org/abs/2111.04169v2,-1,0.002595783339262015,-1_the_of_and_to,"[128, 89, 113]","[0.06668717460821716, 0.0401741274422904, 0.0370431492245377]","['128_fermi_quantum_rydberg_superfluid', '89_spin_qubits_magnetic_qubit', '113_qubit_qubits_squid_josephson']"
http://arxiv.org/abs/2111.04168v1,-1,0.0014231400165622867,-1_the_of_and_to,"[18, 87, 95]","[0.13625762435278982, 0.09123085776646123, 0.048782372798808274]","['18_detector_proton_muon_mu', '87_neutrino_detector_xenon_experiment', '95_dark_matter_axion_dm']"
http://arxiv.org/abs/2111.04165v1,-1,0.0028479883598398845,-1_the_of_and_to,"[41, 69, 117]","[0.0405840908458957, 0.026057354411191936, 0.017233102267776645]","['41_ai_ethical_xai_ethics', '69_trust_human_robots_robot', '117_game_games_randomness_player']"
http://arxiv.org/abs/2111.04163v1,1,0.10153474145460976,1_control_controller_system_feedback,"[1, 35, 116]","[0.10153474145460976, 0.030730857326736315, 0.02619222727887037]","['1_control_controller_system_feedback', '35_driving_traffic_vehicles_vehicle', '116_uav_autonomous_drone_path']"
http://arxiv.org/abs/2111.04150v1,57,0.08037178688122536,57_topology_optimization_material_element,"[57, 30, 127]","[0.08037178688122536, 0.042764080748466445, 0.02244035695806979]","['57_topology_optimization_material_element', '30_order_schemes_equations_numerical', '127_aerodynamic_airfoil_wings_stall']"
http://arxiv.org/abs/2111.04147v2,-1,0.0009049855967181075,-1_the_of_and_to,"[17, 35, 76]","[0.010416470804103156, 0.006654380891025149, 0.006083640979262621]","['17_rl_reinforcement_policy_reward', '35_driving_traffic_vehicles_vehicle', '76_navigation_planning_robot_path']"
http://arxiv.org/abs/2111.04135v1,49,1.0,49_gravitational_black_hole_wave,"[49, 4, 104]","[1.0, 1.0475615298343188e-306, 7.379889307045606e-307]","['49_gravitational_black_hole_wave', '4_galaxy_galaxies_survey_redshift', '104_ao_mirror_wfs_wavefront']"
http://arxiv.org/abs/2111.04129v1,122,1.0,122_emotion_recognition_emotions_fbp,"[122, 47, 97]","[1.0, 9.64945279795556e-307, 6.914914903031944e-307]","['122_emotion_recognition_emotions_fbp', '47_captioning_visual_image_text', '97_video_grounding_temporal_modal']"
http://arxiv.org/abs/2111.04118v1,1,1.0,1_control_controller_system_feedback,"[1, 116, 90]","[1.0, 1.5406529160866696e-306, 1.2606824651717497e-306]","['1_control_controller_system_feedback', '116_uav_autonomous_drone_path', '90_robot_walking_humanoid_position']"
http://arxiv.org/abs/2111.04107v1,20,0.26868110482175456,20_molecular_drug_molecules_protein,"[20, 36, 23]","[0.26868110482175456, 0.024926730719107202, 0.011527659611127911]","['20_molecular_drug_molecules_protein', '36_materials_machine_properties_molecular', '23_neural_pinns_physics_equations']"
http://arxiv.org/abs/2111.04094v1,-1,0.007685743494277476,-1_the_of_and_to,"[71, 124, 91]","[0.021001016755263058, 0.012148393376577844, 0.012094497151770417]","['71_domain_adaptation_source_target', '124_ssl_lt_learning_cues', '91_reconstruction_mri_images_image']"
http://arxiv.org/abs/2111.04088v1,95,1.0,95_dark_matter_axion_dm,"[95, 87, 46]","[1.0, 2.1728889231097553e-306, 1.343422839021119e-306]","['95_dark_matter_axion_dm', '87_neutrino_detector_xenon_experiment', '46_icecube_neutrino_neutrinos_ice']"
http://arxiv.org/abs/2111.04082v1,34,0.16344734306680034,34_type_calculus_proof_language,"[34, 63, 75]","[0.16344734306680034, 0.03022782470949472, 0.027771010927157086]","['34_type_calculus_proof_language', '63_refactoring_developers_code_bug', '75_formal_systems_development_twin']"
http://arxiv.org/abs/2111.04076v1,67,1.0,67_pose_estimation_3d_hand,"[67, 26, 105]","[1.0, 1.0044156800439716e-306, 9.928605142391336e-307]","['67_pose_estimation_3d_hand', '26_point_3d_cloud_lidar', '105_tracking_frame_trackers_object']"
http://arxiv.org/abs/2111.03776v1,31,0.18411226545023152,31_cloud_computing_network_traffic,"[31, 74, 85]","[0.18411226545023152, 0.023744826910413915, 0.023401647792451775]","['31_cloud_computing_network_traffic', '74_iot_security_cyber_smart', '85_kv_stores_data_write']"
http://arxiv.org/abs/2111.04071v1,118,1.0,118_precipitation_forecasting_fade_rain,"[118, 77, 114]","[1.0, 1.776360489439864e-306, 1.0684610386531336e-306]","['118_precipitation_forecasting_fade_rain', '77_defect_fault_deep_cnn', '114_electricity_wind_power_grid']"
http://arxiv.org/abs/2111.04060v3,22,0.3989719710513372,22_vision_mlp_transformer_object,"[22, 56, 124]","[0.3989719710513372, 0.020119587499149355, 0.017616856760212813]","['22_vision_mlp_transformer_object', '56_segmentation_semantic_rgb_module', '124_ssl_lt_learning_cues']"
http://arxiv.org/abs/2111.04055v1,55,0.09867130410695042,55_quantum_qkd_protocol_entanglement,"[55, 11, 128]","[0.09867130410695042, 0.03322715068682365, 0.012063183626302326]","['55_quantum_qkd_protocol_entanglement', '11_quantum_circuits_qubits_classical', '128_fermi_quantum_rydberg_superfluid']"
http://arxiv.org/abs/2111.04046v1,39,0.1780738609928774,39_soft_robotic_robot_robots,"[39, 90, 65]","[0.1780738609928774, 0.05620787885072095, 0.03161564356936232]","['39_soft_robotic_robot_robots', '90_robot_walking_humanoid_position', '65_manipulation_robot_object_planning']"
http://arxiv.org/abs/2111.04033v1,-1,0.003161438332174007,-1_the_of_and_to,"[21, 126, 51]","[0.12879195673909885, 0.08231966447722824, 0.020549817272898452]","['21_treatment_trial_trials_randomized', '126_estimator_wage_inequality_income', '51_covid_pandemic_19_disease']"
http://arxiv.org/abs/2111.04032v1,-1,0.0018525364605942525,-1_the_of_and_to,"[29, 59, 89]","[0.08007121161017111, 0.03567459916452235, 0.031185685038768732]","['29_photonic_mode_cavity_optical', '59_topological_photonic_weyl_chiral', '89_spin_qubits_magnetic_qubit']"
http://arxiv.org/abs/2111.04012v1,9,0.04159789719611859,9_image_images_3d_style,"[9, 45, 130]","[0.04159789719611859, 0.019269618059796892, 0.015768515069006103]","['9_image_images_3d_style', '45_resolution_image_super_sr', '130_person_reid_modality_re']"
http://arxiv.org/abs/2111.04011v1,6,0.30379057506991236,6_graphs_problem_graph_log,"[6, 42, 84]","[0.30379057506991236, 0.012525299022903339, 0.012163317083548793]","['6_graphs_problem_graph_log', '42_optimization_evolutionary_objective_pareto', '84_transportation_traffic_passengers_timetable']"
http://arxiv.org/abs/2111.03989v1,50,0.07641748287965291,50_attacks_security_execution_side,"[50, 85, 129]","[0.07641748287965291, 0.023549242883709878, 0.015674375455995006]","['50_attacks_security_execution_side', '85_kv_stores_data_write', '129_hash_table_indexes_index']"
http://arxiv.org/abs/2111.03977v1,-1,0.004625286789057799,-1_the_of_and_to,"[76, 65, 17]","[0.05173131391370977, 0.049349012423634826, 0.024987902465209513]","['76_navigation_planning_robot_path', '65_manipulation_robot_object_planning', '17_rl_reinforcement_policy_reward']"
http://arxiv.org/abs/2111.03976v1,33,0.047521715082495544,33_signals_rf_har_eeg,"[33, 27, 98]","[0.047521715082495544, 0.01852559974496121, 0.01798879641872638]","['33_signals_rf_har_eeg', '27_explanations_prediction_temporal_mobility', '98_vehicle_video_driving_cctv']"
http://arxiv.org/abs/2111.09395v1,-1,0.0015619439838265602,-1_the_of_and_to,"[17, 117, 76]","[0.05825340711959661, 0.011413109344839793, 0.010289923059741699]","['17_rl_reinforcement_policy_reward', '117_game_games_randomness_player', '76_navigation_planning_robot_path']"
http://arxiv.org/abs/2111.03962v1,14,1.0,14_auction_mechanism_games_agents,"[14, 43, 17]","[1.0, 6.466037634837592e-307, 4.361852911946406e-307]","['14_auction_mechanism_games_agents', '43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward']"
http://arxiv.org/abs/2111.03959v1,25,0.1611316207727645,25_materials_phonon_thermal_ferroelectric,"[25, 16, 92]","[0.1611316207727645, 0.0803547528435878, 0.040808756286999266]","['25_materials_phonon_thermal_ferroelectric', '16_spin_magnetic_topological_hall', '92_alloys_mg_deformation_alloy']"
http://arxiv.org/abs/2111.03953v1,-1,0.0027142389924916404,-1_the_of_and_to,"[78, 109, 58]","[0.06912470534747148, 0.05606239985326694, 0.028507251045503366]","['78_tensor_rank_mathbf_matrix', '109_boldsymbol_regression_estimators_estimator', '58_convergence_convex_gradient_optimization']"
http://arxiv.org/abs/2111.03947v1,43,0.02994748072361213,43_regret_bandit_bandits_arm,"[43, 17, 14]","[0.02994748072361213, 0.010758656982540991, 0.005502547957337343]","['43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward', '14_auction_mechanism_games_agents']"
http://arxiv.org/abs/2111.03931v1,-1,0.0014095323433901661,-1_the_of_and_to,"[90, 65, 116]","[0.032543141866373214, 0.026216950827872603, 0.024915952666930644]","['90_robot_walking_humanoid_position', '65_manipulation_robot_object_planning', '116_uav_autonomous_drone_path']"
http://arxiv.org/abs/2111.03918v1,11,0.15874287819857844,11_quantum_circuits_qubits_classical,"[11, 55, 113]","[0.15874287819857844, 0.05965262491022543, 0.03739625444997663]","['11_quantum_circuits_qubits_classical', '55_quantum_qkd_protocol_entanglement', '113_qubit_qubits_squid_josephson']"
http://arxiv.org/abs/2111.03917v1,43,0.12895356520246895,43_regret_bandit_bandits_arm,"[43, 17, 14]","[0.12895356520246895, 0.013404825833430374, 0.011352097197714342]","['43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward', '14_auction_mechanism_games_agents']"
http://arxiv.org/abs/2111.06254v1,10,1.0,10_segmentation_ct_covid_images,"[10, 91, 100]","[1.0, 9.926350962231098e-307, 8.37863025137718e-307]","['10_segmentation_ct_covid_images', '91_reconstruction_mri_images_image', '100_brain_mdd_symptom_connectome']"
http://arxiv.org/abs/2111.03911v1,71,1.0,71_domain_adaptation_source_target,"[71, 124, 120]","[1.0, 1.8442346691235e-306, 8.644749347034186e-307]","['71_domain_adaptation_source_target', '124_ssl_lt_learning_cues', '120_label_labels_noisy_ssl']"
http://arxiv.org/abs/2111.03902v1,-1,0.00021070627634485288,-1_the_of_and_to,"[95, 87, 46]","[0.00842431588251064, 0.008064533237342427, 0.00606061313190242]","['95_dark_matter_axion_dm', '87_neutrino_detector_xenon_experiment', '46_icecube_neutrino_neutrinos_ice']"
http://arxiv.org/abs/2111.03891v1,46,0.0942931856523119,46_icecube_neutrino_neutrinos_ice,"[46, 87, 95]","[0.0942931856523119, 0.028109271885174578, 0.019428952785589194]","['46_icecube_neutrino_neutrinos_ice', '87_neutrino_detector_xenon_experiment', '95_dark_matter_axion_dm']"
http://arxiv.org/abs/2111.03885v1,43,0.03845962234648107,43_regret_bandit_bandits_arm,"[43, 17, 14]","[0.03845962234648107, 0.008372261075422495, 0.0064977319133879205]","['43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward', '14_auction_mechanism_games_agents']"
http://arxiv.org/abs/2111.03883v1,-1,0.0019145722837579306,-1_the_of_and_to,"[8, 61, 82]","[0.09189176685149095, 0.064588475184122, 0.04129983141806993]","['8_ris_irs_channel_mimo', '61_noma_access_wireless_owc', '82_radar_communication_sensing_mimo']"
http://arxiv.org/abs/2111.03878v1,5,1.0,5_origami_particles_surface_of,"[5, 93, 57]","[1.0, 8.038551848095624e-307, 6.313963198447559e-307]","['5_origami_particles_surface_of', '93_acoustic_absorption_loudspeaker_sound', '57_topology_optimization_material_element']"
http://arxiv.org/abs/2111.03869v1,81,0.38966381505172953,81_uav_uavs_aerial_unmanned,"[81, 115, 61]","[0.38966381505172953, 0.02040017348651545, 0.019835656116823985]","['81_uav_uavs_aerial_unmanned', '115_positioning_localization_csi_gnss', '61_noma_access_wireless_owc']"
http://arxiv.org/abs/2111.03854v1,-1,0.0008520375709292771,-1_the_of_and_to,"[43, 17, 14]","[0.009222838423350406, 0.007486714391171495, 0.006405672388186238]","['43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward', '14_auction_mechanism_games_agents']"
http://arxiv.org/abs/2111.03845v1,-1,0.01789210797113715,-1_the_of_and_to,"[56, 45, 105]","[0.04096300252263909, 0.03061791868311516, 0.019325844415182106]","['56_segmentation_semantic_rgb_module', '45_resolution_image_super_sr', '105_tracking_frame_trackers_object']"
http://arxiv.org/abs/2111.03844v1,4,0.11010420304800327,4_galaxy_galaxies_survey_redshift,"[4, 104, 49]","[0.11010420304800327, 0.03701637166922593, 0.02707665025957469]","['4_galaxy_galaxies_survey_redshift', '104_ao_mirror_wfs_wavefront', '49_gravitational_black_hole_wave']"
http://arxiv.org/abs/2111.03837v1,0,0.2032934956919155,0_language_dialogue_knowledge_models,"[0, 37, 15]","[0.2032934956919155, 0.016148637336256315, 0.0157378088715615]","['0_language_dialogue_knowledge_models', '37_news_media_social_misinformation', '15_recommendation_item_user_recommender']"
http://arxiv.org/abs/2111.05116v2,81,0.43728321417123656,81_uav_uavs_aerial_unmanned,"[81, 115, 61]","[0.43728321417123656, 0.016865594961102383, 0.01624111051253373]","['81_uav_uavs_aerial_unmanned', '115_positioning_localization_csi_gnss', '61_noma_access_wireless_owc']"
http://arxiv.org/abs/2111.03835v1,5,0.23519806002955157,5_origami_particles_surface_of,"[5, 93, 57]","[0.23519806002955157, 0.02908210545198222, 0.022797948485631835]","['5_origami_particles_surface_of', '93_acoustic_absorption_loudspeaker_sound', '57_topology_optimization_material_element']"
http://arxiv.org/abs/2111.03823v1,-1,0.0008285935955655451,-1_the_of_and_to,"[116, 90, 1]","[0.0202026694941084, 0.020136852301285677, 0.016054992378147864]","['116_uav_autonomous_drone_path', '90_robot_walking_humanoid_position', '1_control_controller_system_feedback']"
http://arxiv.org/abs/2111.03816v1,-1,0.0006634603626037266,-1_the_of_and_to,"[64, 93, 70]","[0.007492733114270824, 0.007238238323040594, 0.006788787125285006]","['64_acoustic_bf_metamaterials_cloaks', '93_acoustic_absorption_loudspeaker_sound', '70_metasurface_metasurfaces_band_dielectric']"
http://arxiv.org/abs/2111.03814v1,13,1.0,13_power_wind_energy_control,"[13, 84, 1]","[1.0, 5.6315869850360375e-307, 5.51493348082374e-307]","['13_power_wind_energy_control', '84_transportation_traffic_passengers_timetable', '1_control_controller_system_feedback']"
http://arxiv.org/abs/2111.03799v1,5,0.3825919709418887,5_origami_particles_surface_of,"[5, 103, 93]","[0.3825919709418887, 0.02288507079250942, 0.021042738476281245]","['5_origami_particles_surface_of', '103_batteries_electrode_battery_ion', '93_acoustic_absorption_loudspeaker_sound']"
